,date,label,media,campaign,spend,imp,install,CPI,first_purchase,cpa,binned
931,2022.4.26,인스톨,페이스북,fb_app_install_catalog_ios_2201,1103294,199173,661,1669,6,183882,"(455.0, 910.0]"
941,2022.4.27,인스톨,페이스북,fb_app_install_catalog_aos_2201,686471,56350,509,1349,17,40381,"(455.0, 910.0]"
942,2022.4.27,인스톨,페이스북,fb_app_install_catalog_ios_2201,1037427,196059,666,1558,9,115270,"(455.0, 910.0]"
954,2022.4.28,인스톨,페이스북,fb_app_install_catalog_aos_2201,735333,57497,586,1255,23,31971,"(455.0, 910.0]"
955,2022.4.28,인스톨,페이스북,fb_app_install_catalog_ios_2201,1101657,182199,630,1749,18,61203,"(455.0, 910.0]"
966,2022.4.29,인스톨,페이스북,fb_app_install_catalog_aos_2201,721301,57826,575,1254,28,25761,"(455.0, 910.0]"
967,2022.4.29,인스톨,페이스북,fb_app_install_catalog_ios_2201,1074023,176023,669,1605,4,268506,"(455.0, 910.0]"
980,2022.4.30,인스톨,페이스북,fb_app_install_catalog_aos_2201,752870,59824,605,1244,6,125478,"(455.0, 910.0]"
981,2022.4.30,인스톨,페이스북,fb_app_install_catalog_ios_2201,1140106,189584,612,1863,6,190018,"(455.0, 910.0]"
992,2022.5.1,인스톨,페이스북,fb_app_install_catalog_aos_2201,821999,71575,694,1184,25,32880,"(455.0, 910.0]"
993,2022.5.1,인스톨,페이스북,fb_app_install_catalog_ios_2201,1228940,217562,663,1854,9,136549,"(455.0, 910.0]"
1005,2022.5.2,인스톨,페이스북,fb_app_install_catalog_aos_2201,884103,86021,636,1390,27,32745,"(455.0, 910.0]"
1006,2022.5.2,인스톨,페이스북,fb_app_install_catalog_ios_2201,1327498,248212,827,1605,17,78088,"(455.0, 910.0]"
1019,2022.5.3,인스톨,페이스북,fb_app_install_catalog_aos_2201,1077456,68964,503,2142,28,38481,"(455.0, 910.0]"
1020,2022.5.3,인스톨,페이스북,fb_app_install_catalog_ios_2201,1332985,223815,991,1345,9,148109,"(910.0, 1365.0]"
1033,2022.5.4,인스톨,페이스북,fb_app_install_AAA_aos_2205,671290,86281,496,1353,33,20342,"(455.0, 910.0]"
1034,2022.5.4,인스톨,페이스북,fb_app_install_catalog_aos_2201,0,0,25,0,1,0,"(0.0, 455.0]"
1035,2022.5.4,인스톨,페이스북,fb_app_install_catalog_aos_2205,671878,58833,458,1467,21,31994,"(455.0, 910.0]"
1036,2022.5.4,인스톨,페이스북,fb_app_install_catalog_ios_2201,1325056,263187,910,1456,1,1325056,"(455.0, 910.0]"
1048,2022.5.5,인스톨,페이스북,fb_app_install_AAA_aos_2205,692087,88202,601,1152,28,24717,"(455.0, 910.0]"
1049,2022.5.5,인스톨,페이스북,fb_app_install_catalog_aos_2205,693681,62760,490,1416,32,21678,"(455.0, 910.0]"
1050,2022.5.5,인스톨,페이스북,fb_app_install_catalog_ios_2201,1310593,278847,935,1402,12,109216,"(910.0, 1365.0]"
1062,2022.5.6,인스톨,페이스북,fb_app_install_AAA_aos_2205,668000,94260,538,1242,29,23034,"(455.0, 910.0]"
1063,2022.5.6,인스톨,페이스북,fb_app_install_catalog_aos_2205,664510,61748,435,1528,22,30205,"(0.0, 455.0]"
1064,2022.5.6,인스톨,페이스북,fb_app_install_catalog_ios_2201,1340856,284265,1041,1288,17,78874,"(910.0, 1365.0]"
1077,2022.5.7,인스톨,페이스북,fb_app_install_AAA_aos_2205,705990,95809,542,1303,26,27153,"(455.0, 910.0]"
1078,2022.5.7,인스톨,페이스북,fb_app_install_catalog_aos_2205,707383,62063,444,1593,23,30756,"(0.0, 455.0]"
1079,2022.5.7,인스톨,페이스북,fb_app_install_catalog_ios_2201,1439011,269880,916,1571,20,71951,"(910.0, 1365.0]"
1092,2022.5.8,인스톨,페이스북,fb_app_install_AAA_aos_2205,724590,95397,550,1317,30,24153,"(455.0, 910.0]"
1093,2022.5.8,인스톨,페이스북,fb_app_install_catalog_aos_2205,725466,65927,528,1374,34,21337,"(455.0, 910.0]"
1094,2022.5.8,인스톨,페이스북,fb_app_install_catalog_ios_2201,1452067,285481,1023,1419,28,51860,"(910.0, 1365.0]"
1108,2022.5.9,인스톨,페이스북,fb_app_install_AAA_aos_2205,690995,76344,512,1350,22,31409,"(455.0, 910.0]"
1109,2022.5.9,인스톨,페이스북,fb_app_install_catalog_aos_2205,690924,60556,470,1470,25,27637,"(455.0, 910.0]"
1110,2022.5.9,인스톨,페이스북,fb_app_install_catalog_ios_2201,1384777,274725,1109,1249,17,81457,"(910.0, 1365.0]"
1123,2022.5.10,인스톨,페이스북,fb_app_install_AAA_aos_2205,663548,74828,535,1240,18,36864,"(455.0, 910.0]"
1124,2022.5.10,인스톨,페이스북,fb_app_install_AAA_ios_2205,447215,50742,77,5808,4,111804,"(0.0, 455.0]"
1125,2022.5.10,인스톨,페이스북,fb_app_install_catalog_aos_2205,664395,56590,535,1242,20,33220,"(455.0, 910.0]"
1126,2022.5.10,인스톨,페이스북,fb_app_install_catalog_ios_2201,1334177,269459,921,1449,13,102629,"(910.0, 1365.0]"
1139,2022.5.11,인스톨,페이스북,fb_app_install_AAA_aos_2205,664367,86293,560,1186,34,19540,"(455.0, 910.0]"
1140,2022.5.11,인스톨,페이스북,fb_app_install_AAA_ios_2205,1288632,127852,202,6379,5,257726,"(0.0, 455.0]"
1141,2022.5.11,인스톨,페이스북,fb_app_install_catalog_aos_2205,662945,61545,491,1350,28,23677,"(455.0, 910.0]"
1142,2022.5.11,인스톨,페이스북,fb_app_install_catalog_ios_2201,1334737,290802,950,1405,13,102672,"(910.0, 1365.0]"
1155,2022.5.12,인스톨,페이스북,fb_app_install_AAA_aos_2205,686715,70997,510,1347,19,36143,"(455.0, 910.0]"
1156,2022.5.12,인스톨,페이스북,fb_app_install_AAA_ios_2205,1190663,107670,143,8326,9,132296,"(0.0, 455.0]"
1157,2022.5.12,인스톨,페이스북,fb_app_install_catalog_aos_2205,687146,56823,470,1462,30,22905,"(455.0, 910.0]"
1158,2022.5.12,인스톨,페이스북,fb_app_install_catalog_ios_2201,1240086,229569,930,1333,10,124009,"(910.0, 1365.0]"
1170,2022.5.13,인스톨,페이스북,fb_app_install_AAA_aos_2205,875356,82713,549,1594,27,32421,"(455.0, 910.0]"
1171,2022.5.13,인스톨,페이스북,fb_app_install_AAA_ios_2205,1287426,109861,137,9397,6,214571,"(0.0, 455.0]"
1172,2022.5.13,인스톨,페이스북,fb_app_install_catalog_aos_2205,872182,63015,495,1762,22,39645,"(455.0, 910.0]"
1173,2022.5.13,인스톨,페이스북,fb_app_install_catalog_ios_2201,1314212,225087,770,1707,11,119474,"(455.0, 910.0]"
1186,2022.5.14,인스톨,페이스북,fb_app_install_AAA_aos_2205,898955,94781,601,1496,19,47313,"(455.0, 910.0]"
1187,2022.5.14,인스톨,페이스북,fb_app_install_AAA_ios_2205,1369912,125581,136,10073,3,456637,"(0.0, 455.0]"
1188,2022.5.14,인스톨,페이스북,fb_app_install_catalog_aos_2205,901784,65220,540,1670,24,37574,"(455.0, 910.0]"
1189,2022.5.14,인스톨,페이스북,fb_app_install_catalog_ios_2201,1348540,226702,739,1825,4,337135,"(455.0, 910.0]"
1203,2022.5.15,인스톨,페이스북,fb_app_install_AAA_aos_2205,957282,100114,617,1552,33,29009,"(455.0, 910.0]"
1204,2022.5.15,인스톨,페이스북,fb_app_install_AAA_ios_2205,1443880,129152,137,10539,6,240647,"(0.0, 455.0]"
1205,2022.5.15,인스톨,페이스북,fb_app_install_catalog_aos_2205,957167,76774,600,1595,26,36814,"(455.0, 910.0]"
1206,2022.5.15,인스톨,페이스북,fb_app_install_catalog_ios_2201,1431083,256192,814,1758,8,178885,"(455.0, 910.0]"
1219,2022.5.16,인스톨,페이스북,fb_app_install_AAA_aos_2205,927077,87236,583,1590,25,37083,"(455.0, 910.0]"
1220,2022.5.16,인스톨,페이스북,fb_app_install_AAA_ios_2205,1029699,139928,91,11315,11,93609,"(0.0, 455.0]"
1221,2022.5.16,인스톨,페이스북,fb_app_install_catalog_aos_2205,927853,65402,572,1622,18,51547,"(455.0, 910.0]"
1222,2022.5.16,인스톨,페이스북,fb_app_install_catalog_ios_2201,1391427,275202,916,1519,5,278285,"(910.0, 1365.0]"
1234,2022.5.17,인스톨,페이스북,fb_app_install_AAA_aos_2205,887436,74362,576,1541,38,23354,"(455.0, 910.0]"
1235,2022.5.17,인스톨,페이스북,fb_app_install_AAA_ios_2205,1018496,326698,194,5250,13,78346,"(0.0, 455.0]"
1236,2022.5.17,인스톨,페이스북,fb_app_install_catalog_aos_2205,886847,63126,513,1729,18,49269,"(455.0, 910.0]"
1237,2022.5.17,인스톨,페이스북,fb_app_install_catalog_ios_2201,1332425,267526,907,1469,25,53297,"(455.0, 910.0]"
1250,2022.5.18,인스톨,페이스북,fb_app_install_AAA_aos_2205,822056,66232,478,1720,24,34252,"(455.0, 910.0]"
1251,2022.5.18,인스톨,페이스북,fb_app_install_AAA_ios_2205,1272359,389116,719,1770,9,141373,"(455.0, 910.0]"
1252,2022.5.18,인스톨,페이스북,fb_app_install_catalog_aos_2205,846832,62364,494,1714,22,38492,"(455.0, 910.0]"
1253,2022.5.18,인스톨,페이스북,fb_app_install_catalog_ios_2201,1338629,259232,935,1432,4,334657,"(910.0, 1365.0]"
1268,2022.5.19,인스톨,페이스북,fb_app_install_AAA_aos_2205,907773,86793,571,1590,33,27508,"(455.0, 910.0]"
1269,2022.5.19,인스톨,페이스북,fb_app_install_AAA_ios_2205,1361911,442921,889,1532,8,170239,"(455.0, 910.0]"
1270,2022.5.19,인스톨,페이스북,fb_app_install_catalog_aos_2205,909281,72924,543,1675,26,34972,"(455.0, 910.0]"
1271,2022.5.19,인스톨,페이스북,fb_app_install_catalog_ios_2201,1363463,307115,835,1633,26,52441,"(455.0, 910.0]"
1283,2022.5.20,인스톨,페이스북,fb_app_install_AAA_aos_2205,905806,84419,521,1739,18,50323,"(455.0, 910.0]"
1284,2022.5.20,인스톨,페이스북,fb_app_install_AAA_ios_2205,1380942,390494,915,1509,12,115079,"(910.0, 1365.0]"
1285,2022.5.20,인스톨,페이스북,fb_app_install_catalog_aos_2205,914826,72845,543,1685,13,70371,"(455.0, 910.0]"
1286,2022.5.20,인스톨,페이스북,fb_app_install_catalog_ios_2201,1383298,278537,838,1651,9,153700,"(455.0, 910.0]"
1303,2022.5.21,인스톨,페이스북,fb_app_install_AAA_aos_2205,960629,75821,560,1715,28,34308,"(455.0, 910.0]"
1304,2022.5.21,인스톨,페이스북,fb_app_install_AAA_ios_2205,1417567,406219,930,1524,12,118131,"(910.0, 1365.0]"
1305,2022.5.21,인스톨,페이스북,fb_app_install_catalog_aos_2205,950043,70436,550,1727,31,30647,"(455.0, 910.0]"
1306,2022.5.21,인스톨,페이스북,fb_app_install_catalog_ios_2201,1414709,273805,824,1717,16,88419,"(455.0, 910.0]"
1323,2022.5.22,인스톨,페이스북,fb_app_install_AAA_aos_2205,982044,95760,703,1397,30,32735,"(455.0, 910.0]"
1324,2022.5.22,인스톨,페이스북,fb_app_install_AAA_ios_2205,1486092,493522,949,1566,12,123841,"(910.0, 1365.0]"
1325,2022.5.22,인스톨,페이스북,fb_app_install_catalog_aos_2205,983049,74719,617,1593,31,31711,"(455.0, 910.0]"
1326,2022.5.22,인스톨,페이스북,fb_app_install_catalog_ios_2201,1486653,292004,837,1776,13,114358,"(455.0, 910.0]"
1344,2022.5.23,인스톨,페이스북,fb_app_install_AAA_aos_2205,963602,102257,616,1564,25,38544,"(455.0, 910.0]"
1345,2022.5.23,인스톨,페이스북,fb_app_install_AAA_ios_2205,1164279,321069,1042,1117,6,194046,"(910.0, 1365.0]"
1346,2022.5.23,인스톨,페이스북,fb_app_install_catalog_aos_2205,943968,77291,519,1819,19,49683,"(455.0, 910.0]"
1347,2022.5.23,인스톨,페이스북,fb_app_install_catalog_ios_2201,1439212,271418,896,1606,4,359803,"(455.0, 910.0]"
1364,2022.5.24,인스톨,페이스북,fb_app_install_AAA_aos_2205,926287,81071,611,1516,34,27244,"(455.0, 910.0]"
1365,2022.5.24,인스톨,페이스북,fb_app_install_AAA_ios_2205,696108,25163,672,1036,2,348054,"(455.0, 910.0]"
1366,2022.5.24,인스톨,페이스북,fb_app_install_catalog_aos_2205,895536,60904,538,1665,23,38936,"(455.0, 910.0]"
1367,2022.5.24,인스톨,페이스북,fb_app_install_catalog_ios_2201,1252768,159423,784,1598,12,104397,"(455.0, 910.0]"
1383,2022.5.25,인스톨,페이스북,fb_app_install_AAA_aos_2205,922811,85116,784,1177,43,21461,"(455.0, 910.0]"
1384,2022.5.25,인스톨,페이스북,fb_app_install_AAA_ios_2205,1738921,152360,150,11593,5,347784,"(0.0, 455.0]"
1385,2022.5.25,인스톨,페이스북,fb_app_install_catalog_aos_2201,916362,60874,625,1466,32,28636,"(455.0, 910.0]"
1386,2022.5.25,인스톨,페이스북,fb_app_install_catalog_aos_2205,0,0,18,0,2,0,"(0.0, 455.0]"
1387,2022.5.25,인스톨,페이스북,fb_app_install_catalog_ios_2201,1101614,144345,660,1669,4,275404,"(455.0, 910.0]"
1403,2022.5.26,인스톨,페이스북,fb_app_install_AAA_aos_2205,918273,82501,684,1343,15,61218,"(455.0, 910.0]"
1404,2022.5.26,인스톨,페이스북,fb_app_install_AAA_ios_2205,1615516,271904,319,5064,16,100970,"(0.0, 455.0]"
1405,2022.5.26,인스톨,페이스북,fb_app_install_catalog_aos_2201,902689,56385,525,1719,20,45134,"(455.0, 910.0]"
1406,2022.5.26,인스톨,페이스북,fb_app_install_catalog_ios_2201,1060852,152427,671,1581,2,530426,"(455.0, 910.0]"
1423,2022.5.27,인스톨,페이스북,fb_app_install_AAA_aos_2205,912312,95398,533,1712,21,43443,"(455.0, 910.0]"
1424,2022.5.27,인스톨,페이스북,fb_app_install_AAA_ios_2205,1719689,384422,821,2095,8,214961,"(455.0, 910.0]"
1425,2022.5.27,인스톨,페이스북,fb_app_install_catalog_aos_2201,900233,65362,447,2014,18,50013,"(0.0, 455.0]"
1426,2022.5.27,인스톨,페이스북,fb_app_install_catalog_ios_2201,1099689,192613,528,2083,3,366563,"(455.0, 910.0]"
1441,2022.5.28,인스톨,페이스북,fb_app_install_AAA_aos_2205,968270,113798,634,1527,21,46108,"(455.0, 910.0]"
1442,2022.5.28,인스톨,페이스북,fb_app_install_AAA_ios_2205,1874822,427661,854,2195,18,104157,"(455.0, 910.0]"
1443,2022.5.28,인스톨,페이스북,fb_app_install_catalog_aos_2201,947903,68931,511,1855,22,43087,"(455.0, 910.0]"
1444,2022.5.28,인스톨,페이스북,fb_app_install_catalog_ios_2201,1200086,218560,561,2139,10,120009,"(455.0, 910.0]"
1459,2022.5.29,인스톨,페이스북,fb_app_install_AAA_aos_2205,1008414,119861,732,1378,20,50421,"(455.0, 910.0]"
1460,2022.5.29,인스톨,페이스북,fb_app_install_AAA_ios_2205,1788559,486419,1187,1507,23,77763,"(910.0, 1365.0]"
1461,2022.5.29,인스톨,페이스북,fb_app_install_catalog_aos_2201,996622,69577,601,1658,21,47458,"(455.0, 910.0]"
1462,2022.5.29,인스톨,페이스북,fb_app_install_catalog_ios_2201,1191726,228658,674,1768,2,595863,"(455.0, 910.0]"
1478,2022.5.30,인스톨,페이스북,fb_app_install_AAA_aos_2205,1031681,143963,633,1630,14,73692,"(455.0, 910.0]"
1479,2022.5.30,인스톨,페이스북,fb_app_install_AAA_ios_2205,1725894,412599,1239,1393,20,86295,"(910.0, 1365.0]"
1480,2022.5.30,인스톨,페이스북,fb_app_install_catalog_aos_2201,1014231,75048,560,1811,14,72445,"(455.0, 910.0]"
1481,2022.5.30,인스톨,페이스북,fb_app_install_catalog_ios_2201,1371046,226731,746,1838,14,97932,"(455.0, 910.0]"
1495,2022.5.31,인스톨,페이스북,fb_app_install_AAA_aos_2205,999336,135734,615,1625,13,76872,"(455.0, 910.0]"
1496,2022.5.31,인스톨,페이스북,fb_app_install_AAA_ios_2205,1657570,447051,1008,1644,15,110505,"(910.0, 1365.0]"
1497,2022.5.31,인스톨,페이스북,fb_app_install_catalog_aos_2201,883299,72312,498,1774,11,80300,"(455.0, 910.0]"
1498,2022.5.31,인스톨,페이스북,fb_app_install_catalog_ios_2201,1354471,232516,689,1966,9,150497,"(455.0, 910.0]"
1514,2022.6.1,인스톨,페이스북,fb_app_install_AAA_aos_2205,449987,59477,337,1335,11,40908,"(0.0, 455.0]"
1515,2022.6.1,인스톨,페이스북,fb_app_install_AAA_ios_2205,684230,179359,1004,682,9,76026,"(910.0, 1365.0]"
1516,2022.6.1,인스톨,페이스북,fb_app_install_catalog_aos_2201,317921,28843,208,1528,3,105974,"(0.0, 455.0]"
1517,2022.6.1,인스톨,페이스북,fb_app_install_catalog_ios_2201,554161,93868,632,877,6,92360,"(455.0, 910.0]"
1530,2022.6.2,인스톨,페이스북,fb_app_install_AAA_aos_2205,1300209,159611,779,1669,17,76483,"(455.0, 910.0]"
1531,2022.6.2,인스톨,페이스북,fb_app_install_AAA_ios_2205,1780372,458386,597,2982,15,118691,"(455.0, 910.0]"
1532,2022.6.2,인스톨,페이스북,fb_app_install_catalog_aos_2201,863335,72368,498,1734,18,47963,"(455.0, 910.0]"
1533,2022.6.2,인스톨,페이스북,fb_app_install_catalog_ios_2201,1454796,226233,446,3262,8,181849,"(0.0, 455.0]"
1546,2022.6.3,인스톨,페이스북,fb_app_install_AAA_aos_2205,1296862,164589,838,1548,21,61755,"(455.0, 910.0]"
1547,2022.6.3,인스톨,페이스북,fb_app_install_AAA_ios_2205,1775474,384771,955,1859,12,147956,"(910.0, 1365.0]"
1548,2022.6.3,인스톨,페이스북,fb_app_install_catalog_aos_2201,864398,69573,515,1678,12,72033,"(455.0, 910.0]"
1549,2022.6.3,인스톨,페이스북,fb_app_install_catalog_ios_2201,1451377,211524,689,2106,6,241896,"(455.0, 910.0]"
1563,2022.6.4,인스톨,페이스북,fb_app_install_AAA_aos_2205,1297595,158709,864,1502,16,81100,"(455.0, 910.0]"
1564,2022.6.4,인스톨,페이스북,fb_app_install_AAA_ios_2205,1785974,375625,1038,1721,11,162361,"(910.0, 1365.0]"
1565,2022.6.4,인스톨,페이스북,fb_app_install_catalog_aos_2201,864125,63733,514,1681,14,61723,"(455.0, 910.0]"
1566,2022.6.4,인스톨,페이스북,fb_app_install_catalog_ios_2201,1455471,207695,750,1941,2,727735,"(455.0, 910.0]"
1579,2022.6.5,인스톨,페이스북,fb_app_install_AAA_aos_2205,1174749,160307,825,1424,27,43509,"(455.0, 910.0]"
1580,2022.6.5,인스톨,페이스북,fb_app_install_AAA_ios_2205,1612614,372163,1144,1410,13,124047,"(910.0, 1365.0]"
1581,2022.6.5,인스톨,페이스북,fb_app_install_catalog_aos_2201,782501,58449,515,1519,12,65208,"(455.0, 910.0]"
1582,2022.6.5,인스톨,페이스북,fb_app_install_catalog_ios_2201,1317229,199894,769,1713,7,188176,"(455.0, 910.0]"
1595,2022.6.6,인스톨,페이스북,fb_app_install_AAA_aos_2205,1136128,155600,988,1150,31,36649,"(910.0, 1365.0]"
1596,2022.6.6,인스톨,페이스북,fb_app_install_AAA_ios_2205,1556140,316081,1145,1359,4,389035,"(910.0, 1365.0]"
1597,2022.6.6,인스톨,페이스북,fb_app_install_catalog_aos_2201,756547,60385,643,1177,21,36026,"(455.0, 910.0]"
1598,2022.6.6,인스톨,페이스북,fb_app_install_catalog_ios_2201,1273278,186741,793,1606,6,212213,"(455.0, 910.0]"
1612,2022.6.7,인스톨,페이스북,fb_app_install_AAA_aos_2205,1095438,145264,796,1376,27,40572,"(455.0, 910.0]"
1613,2022.6.7,인스톨,페이스북,fb_app_install_AAA_ios_2205,1504893,432549,1300,1158,13,115761,"(910.0, 1365.0]"
1614,2022.6.7,인스톨,페이스북,fb_app_install_catalog_aos_2201,730665,58213,577,1266,25,29227,"(455.0, 910.0]"
1615,2022.6.7,인스톨,페이스북,fb_app_install_catalog_ios_2201,1231784,208562,866,1422,7,175969,"(455.0, 910.0]"
1627,2022.6.8,인스톨,페이스북,fb_app_install_AAA_aos_2205,1102260,122111,755,1460,18,61237,"(455.0, 910.0]"
1628,2022.6.8,인스톨,페이스북,fb_app_install_AAA_ios_2205,1513238,398610,1107,1367,11,137567,"(910.0, 1365.0]"
1629,2022.6.8,인스톨,페이스북,fb_app_install_catalog_aos_2201,734586,55804,530,1386,11,66781,"(455.0, 910.0]"
1630,2022.6.8,인스톨,페이스북,fb_app_install_catalog_ios_2201,1238851,194705,852,1454,21,58993,"(455.0, 910.0]"
1642,2022.6.9,인스톨,페이스북,fb_app_install_AAA_aos_2205,1100235,130169,790,1393,24,45843,"(455.0, 910.0]"
1643,2022.6.9,인스톨,페이스북,fb_app_install_AAA_ios_2205,1508972,378833,1000,1509,22,68590,"(910.0, 1365.0]"
1644,2022.6.9,인스톨,페이스북,fb_app_install_catalog_aos_2201,733337,58664,513,1430,7,104762,"(455.0, 910.0]"
1645,2022.6.9,인스톨,페이스북,fb_app_install_catalog_ios_2201,1234628,196442,816,1513,18,68590,"(455.0, 910.0]"
1657,2022.6.10,인스톨,페이스북,fb_app_install_AAA_aos_2205,1106540,122005,758,1460,20,55327,"(455.0, 910.0]"
1658,2022.6.10,인스톨,페이스북,fb_app_install_AAA_ios_2205,1489855,417517,999,1491,25,59594,"(910.0, 1365.0]"
1659,2022.6.10,인스톨,페이스북,fb_app_install_catalog_aos_2201,739312,52964,523,1414,14,52808,"(455.0, 910.0]"
1660,2022.6.10,인스톨,페이스북,fb_app_install_catalog_ios_2201,1215913,196535,787,1545,19,63995,"(455.0, 910.0]"
1673,2022.6.11,인스톨,페이스북,fb_app_install_AAA_aos_2205,1126749,136046,889,1267,27,41731,"(455.0, 910.0]"
1674,2022.6.11,인스톨,페이스북,fb_app_install_AAA_ios_2205,1592147,424136,939,1696,15,106143,"(910.0, 1365.0]"
1675,2022.6.11,인스톨,페이스북,fb_app_install_catalog_aos_2201,751118,57746,562,1337,18,41729,"(455.0, 910.0]"
1676,2022.6.11,인스톨,페이스북,fb_app_install_catalog_ios_2201,1305652,207282,734,1779,14,93261,"(455.0, 910.0]"
1689,2022.6.12,인스톨,페이스북,fb_app_install_AAA_aos_2205,1170785,133550,955,1226,30,39026,"(910.0, 1365.0]"
1690,2022.6.12,인스톨,페이스북,fb_app_install_AAA_ios_2205,1606553,449220,1164,1380,38,42278,"(910.0, 1365.0]"
1691,2022.6.12,인스톨,페이스북,fb_app_install_catalog_aos_2201,780820,67025,575,1358,18,43379,"(455.0, 910.0]"
1692,2022.6.12,인스톨,페이스북,fb_app_install_catalog_ios_2201,1313423,232170,869,1511,32,41044,"(455.0, 910.0]"
1705,2022.6.13,인스톨,페이스북,fb_app_install_AAA_aos_2205,1146914,151641,858,1337,22,52132,"(455.0, 910.0]"
1706,2022.6.13,인스톨,페이스북,fb_app_install_AAA_ios_2205,1570589,437668,1326,1184,13,120815,"(910.0, 1365.0]"
1707,2022.6.13,인스톨,페이스북,fb_app_install_catalog_aos_2201,764217,65278,502,1522,20,38211,"(455.0, 910.0]"
1708,2022.6.13,인스톨,페이스북,fb_app_install_catalog_ios_2201,1284625,263299,968,1327,18,71368,"(910.0, 1365.0]"
