,date,label,media,campaign,spend,imp,install,CPI,first_purchase,cpa,binned
5758,2023.8.4,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1644932,170096,671,2451,1,1644932,"(455.0, 910.0]"
5770,2023.8.5,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1659050,185173,980,1693,3,553017,"(910.0, 1365.0]"
5782,2023.8.6,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1738372,200635,1015,1713,2,869186,"(910.0, 1365.0]"
5794,2023.8.7,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1686816,226100,782,2157,6,281136,"(455.0, 910.0]"
5806,2023.8.8,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1631299,226447,745,2190,2,815650,"(455.0, 910.0]"
5818,2023.8.9,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1588671,227096,663,2396,3,529557,"(455.0, 910.0]"
5830,2023.8.10,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1654748,227990,672,2462,7,236393,"(455.0, 910.0]"
5842,2023.8.11,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1563152,214919,641,2439,7,223307,"(455.0, 910.0]"
5854,2023.8.12,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1594509,193419,623,2559,6,265751,"(455.0, 910.0]"
5866,2023.8.13,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1780790,226764,605,2943,8,222599,"(455.0, 910.0]"
5878,2023.8.14,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1723882,235591,580,2972,8,215485,"(455.0, 910.0]"
5890,2023.8.15,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1666780,229677,644,2588,4,416695,"(455.0, 910.0]"
5902,2023.8.16,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,211703,12357,155,1366,1,211703,"(0.0, 455.0]"
5903,2023.8.16,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1665098,223188,564,2952,2,832549,"(455.0, 910.0]"
5915,2023.8.17,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,695219,41831,594,1170,15,46348,"(455.0, 910.0]"
5916,2023.8.17,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1666408,241445,553,3013,4,416602,"(455.0, 910.0]"
5929,2023.8.18,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,701575,47353,501,1400,8,87697,"(455.0, 910.0]"
5930,2023.8.18,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1655233,226162,610,2713,4,413808,"(455.0, 910.0]"
5942,2023.8.19,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,706410,47931,469,1506,3,235470,"(455.0, 910.0]"
5943,2023.8.19,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1739293,223331,498,3493,6,289882,"(455.0, 910.0]"
5955,2023.8.20,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,755038,56522,495,1525,15,50336,"(455.0, 910.0]"
5956,2023.8.20,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1781809,221950,576,3093,5,356362,"(455.0, 910.0]"
5968,2023.8.21,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,729115,50213,402,1814,9,81013,"(0.0, 455.0]"
5969,2023.8.21,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1729089,219451,684,2528,10,172909,"(455.0, 910.0]"
5981,2023.8.22,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,702383,46705,394,1783,8,87798,"(0.0, 455.0]"
5982,2023.8.22,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1670111,181629,603,2770,2,835055,"(455.0, 910.0]"
5995,2023.8.23,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,700055,49702,442,1584,6,116676,"(0.0, 455.0]"
5996,2023.8.23,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1664419,180201,673,2473,8,208052,"(455.0, 910.0]"
6009,2023.8.24,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,352364,28974,335,1052,4,88091,"(0.0, 455.0]"
6010,2023.8.24,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,840295,179926,0,0,2,420148,
6011,2023.8.24,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,352914,26857,213,1657,6,58819,"(0.0, 455.0]"
6012,2023.8.24,인스톨,페이스북,UI_fb_app_install_catalog_aos_dormant,34526,1500,21,1644,0,0,"(0.0, 455.0]"
6013,2023.8.24,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,878929,101722,667,1318,3,292976,"(455.0, 910.0]"
6025,2023.8.25,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,356067,35722,360,989,7,50867,"(0.0, 455.0]"
6026,2023.8.25,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,853232,234833,164,5203,6,142205,"(0.0, 455.0]"
6027,2023.8.25,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,406022,30172,299,1358,7,58003,"(0.0, 455.0]"
6028,2023.8.25,인스톨,페이스북,UI_fb_app_install_catalog_aos_dormant,37017,1606,37,1000,0,0,"(0.0, 455.0]"
6029,2023.8.25,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,948952,121067,501,1894,4,237238,"(455.0, 910.0]"
6041,2023.8.26,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,356747,26330,276,1293,3,118916,"(0.0, 455.0]"
6042,2023.8.26,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,872606,191050,590,1479,6,145434,"(455.0, 910.0]"
6043,2023.8.26,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,424393,28187,296,1434,2,212196,"(0.0, 455.0]"
6044,2023.8.26,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,969070,120008,402,2411,4,242267,"(0.0, 455.0]"
6056,2023.8.27,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,379290,24780,279,1359,3,126430,"(0.0, 455.0]"
6057,2023.8.27,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,896508,199347,609,1472,2,448254,"(455.0, 910.0]"
6058,2023.8.27,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,481689,32833,291,1655,5,96338,"(0.0, 455.0]"
6059,2023.8.27,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1003338,135433,382,2627,5,200668,"(0.0, 455.0]"
6071,2023.8.28,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,363846,25858,229,1589,3,121282,"(0.0, 455.0]"
6072,2023.8.28,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,867884,192823,598,1451,1,867884,"(455.0, 910.0]"
6073,2023.8.28,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,463496,32288,288,1609,5,92699,"(0.0, 455.0]"
6074,2023.8.28,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,972369,118200,404,2407,5,194474,"(0.0, 455.0]"
6086,2023.8.29,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,350989,24712,244,1438,8,43874,"(0.0, 455.0]"
6087,2023.8.29,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,840990,182062,660,1274,4,210248,"(455.0, 910.0]"
6088,2023.8.29,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,449475,31037,280,1605,2,224737,"(0.0, 455.0]"
6089,2023.8.29,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,940737,114712,438,2148,1,940737,"(0.0, 455.0]"
6102,2023.8.30,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,348839,25565,274,1273,6,58140,"(0.0, 455.0]"
6103,2023.8.30,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,837999,178211,542,1546,1,837999,"(455.0, 910.0]"
6104,2023.8.30,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,446370,31001,297,1503,7,63767,"(0.0, 455.0]"
6105,2023.8.30,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,938020,106734,371,2528,4,234505,"(0.0, 455.0]"
6117,2023.8.31,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,348515,29089,241,1446,3,116172,"(0.0, 455.0]"
6118,2023.8.31,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,841864,172193,541,1556,1,841864,"(455.0, 910.0]"
6119,2023.8.31,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,447162,32397,308,1452,4,111791,"(0.0, 455.0]"
6120,2023.8.31,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,937568,108141,402,2332,1,937568,"(0.0, 455.0]"
6132,2023.9.1,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,346979,37254,242,1434,12,28915,"(0.0, 455.0]"
6133,2023.9.1,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,847750,239499,578,1467,11,77068,"(455.0, 910.0]"
6134,2023.9.1,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,448246,35213,365,1228,4,112061,"(0.0, 455.0]"
6135,2023.9.1,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,945896,113650,419,2258,6,157649,"(0.0, 455.0]"
6147,2023.9.2,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,351361,31439,224,1569,2,175681,"(0.0, 455.0]"
6148,2023.9.2,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,866509,183211,471,1840,0,0,"(455.0, 910.0]"
6149,2023.9.2,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,453227,32209,293,1547,6,75538,"(0.0, 455.0]"
6150,2023.9.2,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,960321,111240,369,2602,2,480161,"(0.0, 455.0]"
6162,2023.9.3,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,377818,28448,235,1608,7,53974,"(0.0, 455.0]"
6163,2023.9.3,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,901262,150885,442,2039,4,225316,"(0.0, 455.0]"
6164,2023.9.3,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,481980,31333,324,1488,8,60247,"(0.0, 455.0]"
6165,2023.9.3,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1003693,109550,395,2541,2,501847,"(0.0, 455.0]"
6177,2023.9.4,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,362067,28090,205,1766,1,362067,"(0.0, 455.0]"
6178,2023.9.4,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,869663,159195,475,1831,5,173933,"(455.0, 910.0]"
6179,2023.9.4,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,462913,26975,257,1801,4,115728,"(0.0, 455.0]"
6180,2023.9.4,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,971900,92393,424,2292,3,323967,"(0.0, 455.0]"
6192,2023.9.5,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,351394,23208,205,1714,3,117131,"(0.0, 455.0]"
6193,2023.9.5,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,844128,129815,481,1755,2,422064,"(455.0, 910.0]"
6194,2023.9.5,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,448019,27078,264,1697,5,89604,"(0.0, 455.0]"
6195,2023.9.5,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,942079,90797,405,2326,4,235520,"(0.0, 455.0]"
6207,2023.9.6,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,349388,20297,249,1403,3,116463,"(0.0, 455.0]"
6208,2023.9.6,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,839131,139064,420,1998,7,119876,"(0.0, 455.0]"
6209,2023.9.6,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,448133,29408,238,1883,3,149378,"(0.0, 455.0]"
6210,2023.9.6,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,937341,91969,378,2480,2,468671,"(0.0, 455.0]"
6222,2023.9.7,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,601521,37702,413,1456,10,60152,"(0.0, 455.0]"
6223,2023.9.7,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,1062591,209102,362,2935,6,177098,"(0.0, 455.0]"
6224,2023.9.7,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,531740,36509,314,1693,4,132935,"(0.0, 455.0]"
6225,2023.9.7,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,982007,113678,350,2806,0,0,"(0.0, 455.0]"
6237,2023.9.8,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,1116944,86540,637,1753,16,69809,"(455.0, 910.0]"
6238,2023.9.8,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,1421698,286564,413,3442,2,710849,"(0.0, 455.0]"
6239,2023.9.8,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,631179,42295,384,1644,8,78897,"(0.0, 455.0]"
6240,2023.9.8,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1001494,109510,356,2813,1,1001494,"(0.0, 455.0]"
6253,2023.9.9,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,1165701,89524,728,1601,11,105973,"(455.0, 910.0]"
6254,2023.9.9,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,1417461,309232,491,2887,2,708731,"(455.0, 910.0]"
6255,2023.9.9,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,632101,43275,392,1613,10,63210,"(0.0, 455.0]"
6256,2023.9.9,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1004373,109559,359,2798,1,1004373,"(0.0, 455.0]"
6269,2023.9.10,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,1253481,101819,774,1619,11,113953,"(455.0, 910.0]"
6270,2023.9.10,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,1495587,335160,661,2263,6,249264,"(455.0, 910.0]"
6271,2023.9.10,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,675716,47226,400,1689,7,96531,"(0.0, 455.0]"
6272,2023.9.10,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1061539,119093,381,2786,9,117949,"(0.0, 455.0]"
6285,2023.9.11,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,1206599,91601,562,2147,13,92815,"(455.0, 910.0]"
6286,2023.9.11,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,1447266,297693,666,2173,4,361816,"(455.0, 910.0]"
6287,2023.9.11,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,650844,43487,380,1713,7,92978,"(0.0, 455.0]"
6288,2023.9.11,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1026900,107501,370,2775,0,0,"(0.0, 455.0]"
6302,2023.9.12,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,1167561,91908,589,1982,12,97297,"(455.0, 910.0]"
6303,2023.9.12,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,1396875,260439,746,1872,3,465625,"(455.0, 910.0]"
6304,2023.9.12,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,629595,40281,325,1937,5,125919,"(0.0, 455.0]"
6305,2023.9.12,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,990788,106138,400,2477,2,495394,"(0.0, 455.0]"
6318,2023.9.13,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,1160364,98966,652,1780,16,72523,"(455.0, 910.0]"
6319,2023.9.13,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,1394109,359616,716,1947,5,278822,"(455.0, 910.0]"
6320,2023.9.13,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,628155,41543,357,1760,3,209385,"(0.0, 455.0]"
6321,2023.9.13,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,990918,104739,340,2914,4,247729,"(0.0, 455.0]"
6336,2023.9.14,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,1159038,101534,636,1822,18,64391,"(455.0, 910.0]"
6337,2023.9.14,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,1395500,360946,585,2385,3,465167,"(455.0, 910.0]"
6338,2023.9.14,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,626797,41952,311,2015,7,89542,"(0.0, 455.0]"
6339,2023.9.14,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,989236,106773,318,3111,1,989236,"(0.0, 455.0]"
6354,2023.9.15,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,1168790,102491,527,2218,16,73049,"(455.0, 910.0]"
6355,2023.9.15,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,1410103,236827,767,1838,5,282021,"(455.0, 910.0]"
6356,2023.9.15,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,632813,46959,339,1867,9,70313,"(0.0, 455.0]"
6357,2023.9.15,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,697564,77752,363,1922,0,0,"(0.0, 455.0]"
6358,2023.9.15,인스톨,페이스북,UI_fb_app_install_catalog_ios_2309_AEM,330209,33388,105,3145,2,165104,"(0.0, 455.0]"
6373,2023.9.16,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,1181501,78836,571,2069,11,107409,"(455.0, 910.0]"
6374,2023.9.16,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,1434296,212445,641,2238,1,1434296,"(455.0, 910.0]"
6375,2023.9.16,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,638408,49406,343,1861,9,70934,"(0.0, 455.0]"
6376,2023.9.16,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,677058,78379,288,2351,4,169265,"(0.0, 455.0]"
6377,2023.9.16,인스톨,페이스북,UI_fb_app_install_catalog_ios_2309_AEM,335837,40169,154,2181,0,0,"(0.0, 455.0]"
6392,2023.9.17,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,1257410,82729,602,2089,29,43359,"(455.0, 910.0]"
6393,2023.9.17,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,1490687,210857,602,2476,5,298137,"(455.0, 910.0]"
6394,2023.9.17,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,675490,52370,393,1719,6,112582,"(0.0, 455.0]"
6395,2023.9.17,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,709369,81486,224,3167,7,101338,"(0.0, 455.0]"
6396,2023.9.17,인스톨,페이스북,UI_fb_app_install_catalog_ios_2309_AEM,349534,39500,169,2068,2,174767,"(0.0, 455.0]"
6411,2023.9.18,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,1208556,80185,516,2342,12,100713,"(455.0, 910.0]"
6412,2023.9.18,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,1445422,215528,728,1985,0,0,"(455.0, 910.0]"
6413,2023.9.18,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,650925,51565,362,1798,10,65093,"(0.0, 455.0]"
6414,2023.9.18,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,686956,74195,285,2410,4,171739,"(0.0, 455.0]"
6415,2023.9.18,인스톨,페이스북,UI_fb_app_install_catalog_ios_2309_AEM,338149,35360,135,2505,0,0,"(0.0, 455.0]"
6430,2023.9.19,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,1165475,77021,514,2267,8,145684,"(455.0, 910.0]"
6431,2023.9.19,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,1397570,211466,654,2137,1,1397570,"(455.0, 910.0]"
6432,2023.9.19,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,629918,50223,377,1671,3,209973,"(0.0, 455.0]"
6433,2023.9.19,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,663830,73361,241,2754,0,0,"(0.0, 455.0]"
6434,2023.9.19,인스톨,페이스북,UI_fb_app_install_catalog_ios_2309_AEM,326942,36958,134,2440,0,0,"(0.0, 455.0]"
6449,2023.9.20,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,1017472,46649,242,4204,6,169579,"(0.0, 455.0]"
6450,2023.9.20,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,1181614,155044,570,2073,0,0,"(455.0, 910.0]"
6451,2023.9.20,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,578347,36237,302,1915,3,192782,"(0.0, 455.0]"
6452,2023.9.20,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,618016,73427,236,2619,2,309008,"(0.0, 455.0]"
6453,2023.9.20,인스톨,페이스북,UI_fb_app_install_catalog_ios_2309_AEM,77980,9056,21,3713,0,0,"(0.0, 455.0]"
6466,2023.9.21,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,1205952,60345,662,1822,22,54816,"(455.0, 910.0]"
6467,2023.9.21,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,1464893,232905,436,3360,8,183112,"(0.0, 455.0]"
6468,2023.9.21,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,642726,42209,388,1657,7,91818,"(0.0, 455.0]"
6469,2023.9.21,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,616512,75989,203,3037,7,88073,"(0.0, 455.0]"
6470,2023.9.21,인스톨,페이스북,UI_fb_app_install_catalog_ios_2309_AEM,374827,39506,126,2975,0,0,"(0.0, 455.0]"
6485,2023.9.22,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,1214200,64302,571,2126,9,134911,"(455.0, 910.0]"
6486,2023.9.22,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,1480644,244355,488,3034,2,740322,"(455.0, 910.0]"
6487,2023.9.22,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,649615,47133,433,1500,11,59056,"(0.0, 455.0]"
6488,2023.9.22,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,622786,74969,215,2897,2,311393,"(0.0, 455.0]"
6489,2023.9.22,인스톨,페이스북,UI_fb_app_install_catalog_ios_2309_AEM,378384,46470,152,2489,1,378384,"(0.0, 455.0]"
6502,2023.9.23,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,1228269,65970,530,2317,7,175467,"(455.0, 910.0]"
6503,2023.9.23,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,1512906,204503,566,2673,7,216129,"(455.0, 910.0]"
6504,2023.9.23,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,655308,47129,400,1638,6,109218,"(0.0, 455.0]"
6505,2023.9.23,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,640478,78272,199,3218,0,0,"(0.0, 455.0]"
6506,2023.9.23,인스톨,페이스북,UI_fb_app_install_catalog_ios_2309_AEM,387246,46990,159,2436,0,0,"(0.0, 455.0]"
6520,2023.9.24,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,1251475,52407,566,2211,9,139053,"(455.0, 910.0]"
6521,2023.9.24,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,1490881,167486,727,2051,1,1490881,"(455.0, 910.0]"
6522,2023.9.24,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,671366,46597,454,1479,9,74596,"(0.0, 455.0]"
6523,2023.9.24,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,653464,84133,263,2485,0,0,"(0.0, 455.0]"
6524,2023.9.24,인스톨,페이스북,UI_fb_app_install_catalog_ios_2309_AEM,399893,50674,176,2272,0,0,"(0.0, 455.0]"
6538,2023.9.25,인스톨,페이스북,fb_app_install_purchase_AAA_aos_2209,1208912,49137,512,2361,14,86351,"(455.0, 910.0]"
6539,2023.9.25,인스톨,페이스북,fb_app_install_purchase_AAA_ios_2209,1444597,188825,607,2380,3,481532,"(455.0, 910.0]"
6540,2023.9.25,인스톨,페이스북,UI_fb_app_install_catalog_aos_2201,651766,47580,381,1711,10,65177,"(0.0, 455.0]"
6541,2023.9.25,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,635627,81857,278,2286,2,317813,"(0.0, 455.0]"
6542,2023.9.25,인스톨,페이스북,UI_fb_app_install_catalog_ios_2309_AEM,389640,49321,140,2783,0,0,"(0.0, 455.0]"
